# audited Stellar commit
bd0f4540b2496a57314e4e29bc6fcf8ff691b60f
# audited Xaman commit
01e2538b08efa2c960233911fad02633f31ce6cd
area	path	classification	stellar_blob	xaman_blob	evidence	handling
local-assets	android/app/src/main/res/drawable-mdpi/icon_tabbar_xapp_selected_light.png	Xaman inherited	904ffe0a9258e4a98405b3271e85d88d476077bc	904ffe0a9258e4a98405b3271e85d88d476077bc	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_tabbar_xapp_selected.png	Xaman inherited	fa924ca6a2bcf50ac8648e378bc722a6b5629ade	fa924ca6a2bcf50ac8648e378bc722a6b5629ade	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_tabbar_xapp.png	Xaman inherited	7ad1dae956be0d12bd13e78498fb61807ea7318a	7ad1dae956be0d12bd13e78498fb61807ea7318a	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_thumbs_up.png	Xaman inherited	7e85cb24065b7e8353541aadfd685d1c9fc66e76	7e85cb24065b7e8353541aadfd685d1c9fc66e76	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_toggle_right.png	Xaman inherited	09303cd3c7dd72f4169f1afe41e37952e97e1792	09303cd3c7dd72f4169f1afe41e37952e97e1792	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_trash.png	Xaman inherited	3a7c6b0aa1911655f80709164afaf0fdfc4bc5a3	3a7c6b0aa1911655f80709164afaf0fdfc4bc5a3	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_trustline.png	Xaman inherited	94f7f008f0b2daee6f4570a7b2da241f7cc24544	94f7f008f0b2daee6f4570a7b2da241f7cc24544	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_unlock.png	Xaman inherited	356019752f8b1677fcc53962efffbfee7ffe3cdb	356019752f8b1677fcc53962efffbfee7ffe3cdb	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_wallet.png	Xaman inherited	b57dbb1c3c8f7617aedf045287ae7876e012695d	b57dbb1c3c8f7617aedf045287ae7876e012695d	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_x.png	Xaman inherited	cd8bc142558e4d86a556319d17508e7fbfda1bf3	cd8bc142558e4d86a556319d17508e7fbfda1bf3	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_xapp.png	Stellar modified derivative	8ee9cf83c00a9ada4c988b2bbffd0e9dd61e0203	82b27b9b1d6a54f9d3a142214015782305fb8140	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_xapps_light.png	Stellar modified derivative	1d5f9dd63c203cb47cf6d1bff63da7dcdf948c64	0b342deb81d1c137acc1c425decc997f3d2e4a5a	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_xapps.png	Stellar modified derivative	9fd36caf0d0e02ad8f61a67784847fe2f08d29e2	8339d63a06383fa6cde3df9dd0a6f6429d9a216c	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_xlm_square.png	Stellar modified derivative	d05fc7c55cb7f4650deaa60f1302ca3527b35a0b		no same path in audited Xaman commit; independent ownership not proven	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/icon_xlm.png	Stellar modified derivative	f1e6b17646bc3a5fe68bb5c63aa038e05cc4478b		no same path in audited Xaman commit; independent ownership not proven	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_add_account_light.png	Stellar modified derivative	7c33d4b5c5a0a9ae1f373bf7b485637d4b49b84c	8773db95db80eb647df9b040f0ca5bb34d78b115	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_add_account.png	Stellar modified derivative	24910913db4fb12590d828550a60a89d18e0d8de	40eb00d2facd5d156a4a340fa474c0350f6dbdac	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_arrow_up.png	Xaman inherited	87bf23b5f4262eec8c6af427b6f75e53d8958649	87bf23b5f4262eec8c6af427b6f75e53d8958649	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_background_shapes.png	Xaman inherited	7b9a68f3ae4edc3422a706cc1a062643d920a691	7b9a68f3ae4edc3422a706cc1a062643d920a691	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_biometric_light.png	Stellar modified derivative	679cf537c39e1df589e0ecf63c00a2b97e538d0a	fb75e4f557e89ce95c923921a84a7c668af5571b	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_biometric.png	Stellar modified derivative	33811ff8d7495835b6b30ee6bb9b3627182ace41	efc52e8739114039e86f02d95240a804ee7507a2	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_blank_nft_light.png	Xaman inherited	18c3c9f36252c6a749661090cae9406acc6028cd	18c3c9f36252c6a749661090cae9406acc6028cd	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_blank_nft.png	Xaman inherited	26142382fbdca105186702572af59cfdeb6cf945	26142382fbdca105186702572af59cfdeb6cf945	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_cloud_alert_light.png	Stellar modified derivative	121f92fc95426274a5f301b81cc44d6cd141c68f	3dda269c7071ffe747b217fafc35652d8b769ef6	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_cloud_alert.png	Stellar modified derivative	e2bb552b85e7c22cd0ae38efabb23b9ddec454d3	88b4beb0eb36217c76dd1d223890dd72bd617902	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_coin_wallet_light.png	Stellar modified derivative	e30dd5640bb2d0e5eb4dc3ddfd17d07e59d4391b	6c97f576415b0e125526b3fbd86f829a7350eaf3	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_coin_wallet.png	Stellar modified derivative	8f8e920f2a209b07e15757825deb72977cdebdbc	bb9260c0e595ec324377e5c3b20f445e3d7b3d72	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_complete_light.png	Stellar modified derivative	ee8c47deb6997eba706d2c64f7c3f785eae58ae9	6c97f576415b0e125526b3fbd86f829a7350eaf3	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_complete.png	Stellar modified derivative	37d0d2e5eb19d432213dbc9915ba9cf8b9536162	a9da2f9f74cffae07a1dacf5e392b164f9a07bfa	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_encryption_migration.png	Xaman inherited	124205875540241f19fe977a9bc768329bf9e20c	124205875540241f19fe977a9bc768329bf9e20c	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_first_account_light.png	Stellar modified derivative	71936f56f14ceba5afb7ed93a3ef733907f35d83	de89b168bd3379120d550345caad866da8329dbe	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_first_account.png	Stellar modified derivative	d9e80b1ec018fc250cf680efd29923c69906d453	7adaf764e9d28fa71bfaf47a69dbfaa369709f12	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_firstaccount.png	Stellar modified derivative	58109854e7a110924c88eab746a0453a621a8371	4184eb1fb98867a4b8c556e14b6aad30f5d0cfdb	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_manage_accounts_light.png	Stellar modified derivative	eb83adc3b5cfc92d51fd881a230be7141941eb5a	de89b168bd3379120d550345caad866da8329dbe	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_manage_accounts.png	Stellar modified derivative	82ad014e6482bd981d11ffd19602553f65065f23	7adaf764e9d28fa71bfaf47a69dbfaa369709f12	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_new_account_light.png	Stellar modified derivative	5b372ec49d93099f623bead0b3289d94139b03b7	6c97f576415b0e125526b3fbd86f829a7350eaf3	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_new_account.png	Stellar modified derivative	bd3daf4d122bbd07126623ac0b51831379412aea	a9da2f9f74cffae07a1dacf5e392b164f9a07bfa	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_no_contacts_light.png	Stellar modified derivative	d7bd9aa37f26b3ace73583c7fcace876aafa9eca	ae522bc1b67dc2abae36358def7ba934f3b325bd	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_no_contacts.png	Stellar modified derivative	57b00698242505fa88fb2bc1389ef0da7b677003	e1e6496a2eb8b902d4a93f472c70f3873b8de52b	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_no_events_light.png	Stellar modified derivative	5bc72cf518d93f0f2d6b4eaa38dbe375b1faba18	ae522bc1b67dc2abae36358def7ba934f3b325bd	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_no_events.png	Stellar modified derivative	d96824ab9c26a7063ef7280d9a31cdb1747980ad	e1e6496a2eb8b902d4a93f472c70f3873b8de52b	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_notifications_light.png	Stellar modified derivative	35262c0d42ea411b3dfadb0e112f6e176e96d316	de89b168bd3379120d550345caad866da8329dbe	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_notifications.png	Stellar modified derivative	f06adfbb15b4de775a59da066e988951707f72c6	7adaf764e9d28fa71bfaf47a69dbfaa369709f12	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_pincode_light.png	Stellar modified derivative	a813ba12554b0dd0d4b645a51ee3cb8eb43d03be	3dda269c7071ffe747b217fafc35652d8b769ef6	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_pincode.png	Stellar modified derivative	0482a608d8753555221471e91c37135b2f52fb5d	60bcb5f1ff8fe5ec959135793438e1bc3f980b12	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_profile_light.png	Stellar modified derivative	6a188b0f6d28ea342f44698d55b808761a393cd5	ae522bc1b67dc2abae36358def7ba934f3b325bd	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_profile_pro.png	Xaman inherited	dc41d09672922e3fc274b2d141b5c92c4f63dda5	dc41d09672922e3fc274b2d141b5c92c4f63dda5	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_profile.png	Stellar modified derivative	d63ff21e6c2c516fdfe399a91ebbe043e956e16a	e1e6496a2eb8b902d4a93f472c70f3873b8de52b	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_secret_warning_light.png	Stellar modified derivative	ff60a248c27265ae5ea71850cde87d3c8ffaba35	3dda269c7071ffe747b217fafc35652d8b769ef6	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_secret_warning.png	Stellar modified derivative	893e23343a793463bae48dc0c3adaab238b69b6c	60bcb5f1ff8fe5ec959135793438e1bc3f980b12	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_security_first_light.png	Stellar modified derivative	2afa979ee0010b53aceb959903c6c4247990fd30	3dda269c7071ffe747b217fafc35652d8b769ef6	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_security_first.png	Stellar modified derivative	04929d44705be4690b6ad925b36cc68fc1a45f7a	60bcb5f1ff8fe5ec959135793438e1bc3f980b12	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_send_receive_light.png	Stellar modified derivative	3d984a837a2a74c696b3c6f77a4647b8229a88d3	8773db95db80eb647df9b040f0ca5bb34d78b115	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_send_receive.png	Stellar modified derivative	94f2a142caff198dce158e65c32587477519dce6	40eb00d2facd5d156a4a340fa474c0350f6dbdac	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_success_check_mark.png	Xaman inherited	4c8ef1d812c5ec7e80971748939c68dd2fbf5aa5	4c8ef1d812c5ec7e80971748939c68dd2fbf5aa5	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_triangle.png	Xaman inherited	c2ed673552c1934ab10ceec4a128256adeba0f3a	c2ed673552c1934ab10ceec4a128256adeba0f3a	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_unknown_amm_light.png	Xaman inherited	82b6b944d759771c6694fc75084ae7c62703455b	82b6b944d759771c6694fc75084ae7c62703455b	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_unknown_amm.png	Xaman inherited	9f65ce8e2270e5c124470d4fd49cca64b4ed39c4	9f65ce8e2270e5c124470d4fd49cca64b4ed39c4	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_unknown_nft.png	Xaman inherited	47e826bd4ec0457be06bd8450a6396b9bbd4b4c8	47e826bd4ec0457be06bd8450a6396b9bbd4b4c8	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_unknown_trustline_light.png	Stellar modified derivative	e22d20021dc4a4846e2885d70da407b8d77fe281	35efa270f998dd4dacd82d0546ad0e03cf2f1195	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_unknown_trustline.png	Stellar modified derivative	3bda35a5ce1be9ab569b9e0376a8c64a835742d0	a6b2c03e64c34bd575a3913610d072d77f871e10	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_warning_shield_light.png	Stellar modified derivative	2b1724857625b667efe402aacba118e35936be8b	3dda269c7071ffe747b217fafc35652d8b769ef6	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/image_warning_shield.png	Stellar modified derivative	3013aa8eefe4fe3958832f46f92e84238dc05386	246c63e3ee04c14ae2cde9ec36713707bfb88526	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/notification.png	Stellar modified derivative	f4a216bd3d91229ff43cdb25c826bb9f8ab995e9	1c68af2b13e885f4161814e2a784482e51b7343c	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/phones_dark.png	Stellar modified derivative	97cc46015ebe58fe138fb5dcd7a0b143dfd219f6	407c408831b7a3ae3d0255e01904b0abe30d6f46	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/phones_light.png	Stellar modified derivative	97cc46015ebe58fe138fb5dcd7a0b143dfd219f6	b69aedb21e3683dd1a4655a8dccbf06a67bb2674	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/pincode.png	Stellar modified derivative	9baf6d16f45dbaf8c4a2ed82eafde6f384f67dae	3d6249cb9b7e695dd04efeb9dd41c2f0604de964	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/shapes.png	Xaman inherited	89c9d06c4de7241f8420180c7daa58b0269cd7fa	89c9d06c4de7241f8420180c7daa58b0269cd7fa	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/side_gradient.png	Xaman inherited	b1e0945415c6f8f7c058880f183b378d45482cd3	b1e0945415c6f8f7c058880f183b378d45482cd3	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/splash_screen_patterns.png	Xaman inherited	45c6fd7a5807531385ea98ebe51cce69ef947292	45c6fd7a5807531385ea98ebe51cce69ef947292	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/tangem.png	Xaman inherited	833b7e94b89a755db4713f3fec36c237d001a691	833b7e94b89a755db4713f3fec36c237d001a691	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/xaman_app_icon.png	Stellar modified derivative	1a872175ed549129c9173f13d3e893f8b55a4bac		no same path in audited Xaman commit; independent ownership not proven	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/xaman_logo_light.png	Stellar modified derivative	0f83ad38350565934d75edce3a387f66b6b5e71a	be209c25b9767cbc98d09d8816871b1dfcf21532	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-mdpi/xaman_logo.png	Stellar modified derivative	ae81ad0ab7dcb2234c0cbcf6270080ad2889a3ff	444de61c4f64e6d86fa8730c56859d347be1b761	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/background_pattern_light.png	Stellar modified derivative	5a458a726f7a770ea4deca776353a1b669771740	d8003935d8fc02760cd604670c5603f3a3b6c360	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/background_pattern.png	Stellar modified derivative	9799704ccc854da49d163806810c51fe4d47abcf	9ee03b6dcf12d042c6ac8ded15dc7ee21695d8a9	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/background_shapes_light.png	Stellar modified derivative	f956c8a19281589cd52fbbed24fd0da0b55bffeb	d8003935d8fc02760cd604670c5603f3a3b6c360	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/background_shapes.png	Stellar modified derivative	9799704ccc854da49d163806810c51fe4d47abcf	9ee03b6dcf12d042c6ac8ded15dc7ee21695d8a9	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/create.png	Xaman inherited	b5e6353d33fa1090b821a8d92b1060571a7e548b	b5e6353d33fa1090b821a8d92b1060571a7e548b	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/formerly_logo.png	Stellar modified derivative	59e1d0acae2cfc5cc551cf5fb1a5a47727c1135e	adcf8222fea8d431385abac7edf79df4fa1e8f8c	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/ic_stat_icon_xaman_android_notification.png	Stellar modified derivative	97f49a667946ee1cd7dedeafbf0f042b40dc3740	f36d88cffa7b4c8ca5f898dc545ad9a05e752b4a	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_account.png	Xaman inherited	02e1c2604fa4ea41b662fd7e71f6e29f089aa69c	02e1c2604fa4ea41b662fd7e71f6e29f089aa69c	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_activity.png	Xaman inherited	a89d1004e7b039a0a95dca69298458c384cea147	a89d1004e7b039a0a95dca69298458c384cea147	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_alert_triangle.png	Xaman inherited	52c145f641ddfa6a82b43351198e170aa7c4ecaf	52c145f641ddfa6a82b43351198e170aa7c4ecaf	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_apps.png	Stellar modified derivative	d5c756d9e85c61f32ec1887a3062f32258103959	c5b80ef2d3fcf9f0659d08d28fda37cedf364197	same path exists in audited Xaman commit with different blob	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_arrow_down.png	Xaman inherited	388c2b3553af9f9408d104aed6173bc4c5002b4f	388c2b3553af9f9408d104aed6173bc4c5002b4f	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_arrow_right_long.png	Xaman inherited	5a906e319609a4d336eeae2b61ffecd2b61629e3	5a906e319609a4d336eeae2b61ffecd2b61629e3	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_bell.png	Xaman inherited	7d08a84d66b1b4ae779cf08b695c8ec38cb63ba3	7d08a84d66b1b4ae779cf08b695c8ec38cb63ba3	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_book.png	Xaman inherited	0509f1b282defd1cd4aade46b449409d90245390	0509f1b282defd1cd4aade46b449409d90245390	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_camera.png	Xaman inherited	a3f4b6045b9566774dcfd8e956bbf40c1cad4be1	a3f4b6045b9566774dcfd8e956bbf40c1cad4be1	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_check_xaman.png	Xaman inherited	2bf5913374291c6d7450d35fe0c61743899dae71	2bf5913374291c6d7450d35fe0c61743899dae71	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_check.png	Xaman inherited	e7933ae383852e097fb3ae576972617728b581db	e7933ae383852e097fb3ae576972617728b581db	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_chevron_down.png	Xaman inherited	cfed16aef84d7682646a13efc3d799cc39b8ef40	cfed16aef84d7682646a13efc3d799cc39b8ef40	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_chevron_left.png	Xaman inherited	1e9d37fc46cef9b5b986b9c0188f3b7c2c465d9f	1e9d37fc46cef9b5b986b9c0188f3b7c2c465d9f	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_chevron_right.png	Xaman inherited	8875b072ddabd838918332f4fd0d6366775a472b	8875b072ddabd838918332f4fd0d6366775a472b	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_chevron_up.png	Xaman inherited	532dd20bd51858c7dbc9855bb10ee33d8981b5b6	532dd20bd51858c7dbc9855bb10ee33d8981b5b6	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_clipboard.png	Xaman inherited	5b31b1d114481d9c1f2e64f0c0257e52b5c5ca81	5b31b1d114481d9c1f2e64f0c0257e52b5c5ca81	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_clock.png	Stellar modified derivative	06cf18d59620bb6c7fabf7c39be7d0f14200a37e		no same path in audited Xaman commit; independent ownership not proven	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_coins.png	Xaman inherited	b4975bd13496b7998f8bf7a6abb7b9fccbd98ff6	b4975bd13496b7998f8bf7a6abb7b9fccbd98ff6	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_copy.png	Xaman inherited	88bd0a0cd58e5846e9097d296e0af9d0afada579	88bd0a0cd58e5846e9097d296e0af9d0afada579	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_corner_left_up.png	Xaman inherited	9462d8ff1bfb1db408040648d2dc8305874e7a22	9462d8ff1bfb1db408040648d2dc8305874e7a22	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_corner_right_down.png	Xaman inherited	27789a578aff9d08cdfa046121d3066150bdcb61	27789a578aff9d08cdfa046121d3066150bdcb61	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
local-assets	android/app/src/main/res/drawable-xhdpi/icon_corner_right_up.png	Xaman inherited	98de084cb46fc8699f382c21f7db4d625e4043d5	98de084cb46fc8699f382c21f7db4d625e4043d5	same path and same blob at audited commits	clean-room behavior rewrite; direct migration requires approval record
